OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2407387-SW,Sample-Routine,Water,Surface Water,2024-03-12,10:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065324255,Not Detected,,Butylate,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270B(W),USEPA,8270 B W  ~ Semivolatile Organics in Water by GC/MS,,,UHL,2024-03-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2407387-SW/results/1065324255/resdetectqntlmts,Method Detection Level,0.1,ug/L,,2025-06-03T13:17:39,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2477238-SW,Sample-Routine,Water,Surface Water,2024-08-08,11:25:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065336021,,as SO4,Sulfate,Total,16,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,UHL,2024-08-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2477238-SW/results/1065336021/resdetectqntlmts,Method Detection Level,0.2,mg/L,,2025-06-03T13:18:20,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24067226008-MW,Field Msr/Obs,Water,Surface Water,2024-08-13,11:16:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010002,Lake Orient,,,,,41.1964370000,-94.4361760000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065377841,,,pH,None,8.48,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 4500-H,21IOWA_WQX,ISU modification of APHA 4500-H,,,ISU,2024-08-13,,,,,,,2025-06-03T13:20:59,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2407387-SW,Sample-Routine,Water,Surface Water,2024-03-12,10:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065324220,,,Total dissolved solids,Dissolved,350,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,,https://www.nemi.gov/methods/method_summary/9818/,UHL,2024-03-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2407387-SW/results/1065324220/resdetectqntlmts,Method Detection Level,1,mg/L,,2025-06-03T13:17:39,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2492844-SW,Sample-Routine,Water,Surface Water,2024-09-10,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065338597,Not Detected,,Carbamazepine,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2024-09-11,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2492844-SW/results/1065338597/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:18:28,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2449543-SW,Sample-Routine,Water,Surface Water,2024-06-12,11:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065331760,Not Detected,,Sulfathiazole,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2024-06-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2449543-SW/results/1065331760/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:18:04,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2407388-SW,Sample-Routine,Water,Surface Water,2024-03-12,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065324319,Not Detected,,Endrin,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8081A,USEPA,8081 A ~ Organochlorine Pesticides and PCBs by GC,,,UHL,2024-03-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2407388-SW/results/1065324319/resdetectqntlmts,Method Detection Level,0.05,ug/L,,2025-06-03T13:17:40,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24067273005-MW,Field Msr/Obs,Water,Surface Water,2024-09-29,13:35:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010002,Lake Orient,,,,,41.1964370000,-94.4361760000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065377861,,,pH,None,8.82,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 4500-H,21IOWA_WQX,ISU modification of APHA 4500-H,,,ISU,2024-09-29,,,,,,,2025-06-03T13:20:59,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24082226011-SW,Sample-Routine,Water,Surface Water,2024-08-13,14:02:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010003,Meadow Lake,,,,,41.3870980000,-94.4375420000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065379053,,,Total suspended solids,Total,18,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-3765-85,USDOI/USGS,"Solids, residue at 105°C",,,ISU,2024-08-13,,,,,,,2025-06-03T13:21:03,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24087273004-MW,Field Msr/Obs,Water,Surface Water,2024-09-29,12:11:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065379593,,,pH,None,8.3,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 4500-H,21IOWA_WQX,ISU modification of APHA 4500-H,,,ISU,2024-09-29,,,,,,,2025-06-03T13:21:05,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24042226010-SW,Sample-Routine,Water,Surface Water,2024-08-13,13:08:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010001,Greenfield Lake,,,,,41.2981980000,-94.4813330000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065375669,Not Detected,,Total suspended solids,Total,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I-3765-85,USDOI/USGS,"Solids, residue at 105°C",,,ISU,2024-08-13,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2024-A24042226010-SW/results/1065375669/resdetectqntlmts,Method Detection Level,3,mg/L,,2025-06-03T13:20:51,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2449543-SW,Sample-Routine,Water,Surface Water,2024-06-12,11:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065331763,Not Detected,,Cotinine,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2024-06-24,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2449543-SW/results/1065331763/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:18:04,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2492843-SW,Sample-Routine,Water,Surface Water,2024-09-10,11:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065338504,Not Detected,,Metribuzin,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270B(W),USEPA,8270 B W  ~ Semivolatile Organics in Water by GC/MS,,,UHL,2024-09-25,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2492843-SW/results/1065338504/resdetectqntlmts,Method Detection Level,0.1,ug/L,,2025-06-03T13:18:28,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2419555-SW,Sample-Routine,Water,Surface Water,2024-04-08,09:55:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065326816,Not Detected,,Copper,Dissolved,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2024-04-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2419555-SW/results/1065326816/resdetectqntlmts,Method Detection Level,1,ug/L,,2025-06-03T13:17:48,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24245273006-MW,Field Msr/Obs,Water,Surface Water,2024-09-29,14:55:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010005,Nodaway Lake,,,,,41.2893680000,-94.4975660000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065383170,,,Turbidity,None,8.5,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 2130-B,21IOWA_WQX,ISU modification of APHA 2130-B,,,ISU,2024-09-29,,,,,,,2025-06-03T13:21:17,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24042177010H-MW,Field Msr/Obs,Water,Surface Water,2024-06-25,13:13:00,CST,,,,BelowThermoclin,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010001,Greenfield Lake,,,,,41.2981980000,-94.4813330000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065375650,,,Dissolved oxygen saturation,None,15.75,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 4500-O-G,21IOWA_WQX,ISU modification of APHA 4500-O-G,,,ISU,2024-06-25,,,,,,,2025-06-03T13:20:51,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24042226010B-SW,Sample-Routine,Water,Surface Water,2024-08-13,13:08:00,CST,,,,Near Bottom,4.9,m,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010001,Greenfield Lake,,,,,41.2981980000,-94.4813330000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065375672,,as P,"Total Phosphorus, mixed forms",Total,0.155,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,ISU,2024-08-13,,,,,,,2025-06-03T13:20:51,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24042273007-MW,Field Msr/Obs,Water,Surface Water,2024-09-29,15:52:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010001,Greenfield Lake,,,,,41.2981980000,-94.4813330000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065375686,,,Dissolved oxygen saturation,None,104.18,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 4500-O-G,21IOWA_WQX,ISU modification of APHA 4500-O-G,,,ISU,2024-09-29,,,,,,,2025-06-03T13:20:51,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2449542-SW,Sample-Routine,Water,Surface Water,2024-06-12,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065331651,Not Detected,,Endrin,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8081A,USEPA,8081 A ~ Organochlorine Pesticides and PCBs by GC,,,UHL,2024-06-14,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2449542-SW/results/1065331651/resdetectqntlmts,Method Detection Level,0.05,ug/L,,2025-06-03T13:18:04,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2492844-MW,Field Msr/Obs,Water,Surface Water,2024-09-10,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,,,,,,STORET-1065338533,,,Dissolved oxygen (DO),None,9.4,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,D888(C),ASTM,D888 C  ~ Dissolved Oxygen by Luminescence-based Sensor,,,UHL,2024-09-10,,,,,,,2025-06-03T13:18:28,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24082273008-MW,Field Msr/Obs,Water,Surface Water,2024-09-29,17:01:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010003,Meadow Lake,,,,,41.3870980000,-94.4375420000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065379061,,,Dissolved oxygen saturation,None,99.01,%,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 4500-O-G,21IOWA_WQX,ISU modification of APHA 4500-O-G,,,ISU,2024-09-29,,,,,,,2025-06-03T13:21:03,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24082273008-MW,Field Msr/Obs,Water,Surface Water,2024-09-29,17:01:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010003,Meadow Lake,,,,,41.3870980000,-94.4375420000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065379062,,,"Depth, bottom",None,2.8,m,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unknown,21IOWA_WQX,Unknown,,,ISU,2024-09-29,,,,,,,2025-06-03T13:21:03,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2462696-SW,Sample-Routine,Water,Surface Water,2024-07-10,10:20:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065334575,,as P,"Total Phosphorus, mixed forms",Total,0.12,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,UHL,2024-07-16,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2462696-SW/results/1065334575/resdetectqntlmts,Method Detection Level,0.02,mg/L,,2025-06-03T13:18:16,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2536807-SW,Sample-Routine,Water,Surface Water,2024-12-03,10:50:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065343546,,as SO4,Sulfate,Total,15,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,,https://www.nemi.gov/methods/method_summary/4680/,UHL,2024-12-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2536807-SW/results/1065343546/resdetectqntlmts,Method Detection Level,0.2,mg/L,,2025-06-03T13:18:43,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2419555-MW,Field Msr/Obs,Water,Surface Water,2024-04-08,09:55:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,,,,,,STORET-1065326814,,,pH,None,8.3,None,,Final,,Actual,,,,,,,,,,,,,,,,,,,,4500-H,APHA,4500 H ~ pH in Water,,,UHL,2024-04-08,,,,,,,2025-06-03T13:17:48,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2407387-SW,Sample-Routine,Water,Surface Water,2024-03-12,10:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065324278,Not Detected,,Gemfibrozil,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2024-03-22,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2407387-SW/results/1065324278/resdetectqntlmts,Method Detection Level,0.025,ug/L,,2025-06-03T13:17:39,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2391968-MW,Field Msr/Obs,Water,Surface Water,2024-02-01,10:25:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,,,,,,STORET-1065320466,,,Turbidity,None,2,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,,https://www.nemi.gov/methods/method_summary/9645/,UHL,2024-02-02,,,,,,,2025-06-03T13:17:26,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24087273004-MW,Field Msr/Obs,Water,Surface Water,2024-09-29,12:11:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065379594,,,Dissolved oxygen (DO),None,8.3,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 4500-O-G,21IOWA_WQX,ISU modification of APHA 4500-O-G,,,ISU,2024-09-29,,,,,,,2025-06-03T13:21:05,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2407387-MW,Field Msr/Obs,Water,Surface Water,2024-03-12,10:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,,,,,,STORET-1065324212,,,Turbidity,None,1.2,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,,https://www.nemi.gov/methods/method_summary/9645/,UHL,2024-03-13,,,,,,,2025-06-03T13:17:39,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2024-A24042226010-MW,Field Msr/Obs,Water,Surface Water,2024-08-13,13:08:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010001,Greenfield Lake,,,,,41.2981980000,-94.4813330000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-1065375656,,,Dissolved oxygen (DO),None,4.8,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,ISU 4500-O-G,21IOWA_WQX,ISU modification of APHA 4500-O-G,,,ISU,2024-08-13,,,,,,,2025-06-03T13:20:51,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-2462700-SW,Sample-Routine,Water,Surface Water,2024-07-10,10:20:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-1065334639,Not Detected,,Lincomycin,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2024-07-11,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-2462700-SW/results/1065334639/resdetectqntlmts,Method Detection Level,0.10,ug/L,,2025-06-03T13:18:16,STORET
